Date,Confirmed,Recovered,Deaths,Increase rate
11/23/21,258800096,0,5167224,0.23544631434865387
11/24/21,259472161,0,5175875,0.2596849886794478
11/25/21,260068316,0,5183667,0.22975682543454057
11/26/21,260663487,0,5190398,0.22885179138853654
11/27/21,261114328,0,5196221,0.17295901516118367
11/28/21,261520513,0,5200932,0.15555829628774717
11/29/21,262187526,0,5208759,0.2550518857386916
11/30/21,262812593,0,5216646,0.23840455323568674
12/1/21,263519456,0,5225807,0.26896085607282905
12/2/21,264220810,0,5235847,0.26614884936617356
12/3/21,264934820,0,5244291,0.2702323106192885
12/4/21,265441904,0,5249675,0.19139952989191833
12/5/21,265878644,0,5256874,0.1645331778512258
12/6/21,266472295,0,5263931,0.2232789332263933
12/7/21,267163676,0,5272144,0.25945699157955615
12/8/21,267835110,0,5280145,0.25131934477499857
12/9/21,268562109,0,5288869,0.27143528718098237
12/10/21,269250749,0,5296667,0.2564174084587636
12/11/21,269739431,0,5302395,0.18149698814765414
12/12/21,270171420,0,5306728,0.16015048241130161
12/13/21,270798369,0,5313209,0.23205600355507625
12/14/21,271472430,0,5321256,0.24891619638964663
12/15/21,272209049,0,5330313,0.2713421027689626
12/16/21,272961323,0,5337606,0.27635892442355947
12/17/21,273667240,0,5344177,0.2586142945973338
12/18/21,274216279,0,5349728,0.20062284400573482
12/19/21,274702686,0,5354456,0.17738078927108483
